timestamp,datetime,pair,initial_score,expected_profit_sol,actual_profit_sol,jito_tip_sol,execution_time_ms,result,competitor_tip_sol,network_congestion,liquidity_depth_usd,slippage_realized,route,signature
1782481839.037305,2026-06-26T16:50:39.037305,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,
1782483639.0373309,2026-06-26T17:20:39.037331,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,
1782484839.0373418,2026-06-26T17:40:39.037342,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,
1782481917.3260539,2026-06-26T16:51:57.326054,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,
1782483717.326071,2026-06-26T17:21:57.326071,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,
1782484917.326077,2026-06-26T17:41:57.326077,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,
1782935104.199859,2026-07-01T22:45:04.199859,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1782936904.199875,2026-07-01T23:15:04.199875,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1782938104.199883,2026-07-01T23:35:04.199883,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
1782935152.4984179,2026-07-01T22:45:52.498418,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1782936952.4984362,2026-07-01T23:15:52.498436,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1782938152.498444,2026-07-01T23:35:52.498444,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
1782955090.66389,2026-07-02T04:18:10.663890,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1782956890.663902,2026-07-02T04:48:10.663902,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1782958090.663907,2026-07-02T05:08:10.663907,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
1782978624.8716512,2026-07-02T10:50:24.871651,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1782980424.871666,2026-07-02T11:20:24.871666,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1782981624.871674,2026-07-02T11:40:24.871674,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
1782981038.006689,2026-07-02T11:30:38.006689,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1782982838.006706,2026-07-02T12:00:38.006706,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1782984038.006714,2026-07-02T12:20:38.006714,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
1783136423.2411368,2026-07-04T06:40:23.241137,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1783138223.241195,2026-07-04T07:10:23.241195,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1783139423.2412071,2026-07-04T07:30:23.241207,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
1783136468.62292,2026-07-04T06:41:08.622920,SOL/USDC,85.5,0.01,0.008,0.005,45,success,0.004,40.0,150000,,,,0,0,0,0,0.0
1783138268.622935,2026-07-04T07:11:08.622935,SOL/jitoSOL,65.2,0.005,0.0,0.003,89,failed_slippage,,,,0.03,,,0,0,0,0,0.0
1783139468.622943,2026-07-04T07:31:08.622943,USDC/SOL,92.1,0.015,0.013,0.007,52,success,,25.0,180000,,,,0,0,0,0,0.0
